timestamp,ph,bod,dissolved_oxygen,fecal_coliform,temperature,tds,turbidity,total_coliform,wqi,classification,cpcb_class,mpcb_class,status
2025-02-14 23:42:34.934150,9.0,6.337078203797667,5.119914737184952,257.73470278165547,27.395433518288954,1290.0478067322858,25.27540674693512,2149.193249220655,57.75804207567377,Medium to Good,B,Not Prescribed,Non Polluted
2025-02-15 17:13:46.934150,9.5,24.053124801013322,2.217803286911661,1878.2544643030603,27.275796204184545,1372.8702529127047,42.37407833791341,21949.43944958216,21.75481658498688,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-02-16 10:44:58.934150,9.5,17.037652023906343,2.7903322018326757,1385.6490025965134,26.046353415038464,1352.1979501387304,42.930373857199726,5936.4726323502855,28.711545459770576,Bad to Very Bad,D,A-III,Heavily Polluted
2025-02-17 04:16:10.934150,9.564561274843722,27.09858197484369,1.5352521950455085,13630.422956886527,26.98211973359198,1654.67765742853,88.00673643638922,58158.01415366711,16.3129277313197,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-02-17 21:47:22.934150,10.0,37.088026733503845,1.326609789979976,20492.15795880786,34.97338198455597,2304.477789038307,93.78242403793179,236658.410392298,12.378556947749372,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-02-18 15:18:34.934150,9.0,8.900227259406133,4.635081169696418,4665.521451260907,27.320921987650365,820.6123191735052,23.266690478108373,38550.707294107306,45.90290329655795,Bad,C,A-II,Polluted
2025-02-19 08:49:46.934150,9.0,9.191612911954818,3.095949359020545,781.6448986264343,33.99222216698265,768.7490917983251,39.01439485470468,2793.4853050642546,40.10338282513487,Bad,C,A-II,Polluted
2025-02-20 02:20:58.934150,9.0,6.67086793398918,4.380555302857653,2152.5723131868394,33.227882562038175,820.9436667847649,20.02960831809651,10732.911737835526,51.03670761238404,Medium to Good,B,Not Prescribed,Non Polluted
2025-02-20 19:52:10.934150,9.0,7.868173008698409,3.8144052608350263,4494.750988155871,35.0,1177.107314882664,25.26901443461027,41099.39847896864,45.72007654509425,Bad,C,A-II,Polluted
2025-02-21 13:23:22.934150,10.0,38.532669303919086,1.0903350497237365,94329.43613686283,35.0,1888.4373912667604,74.20185312544642,927852.9401579931,9.982853233066509,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-02-22 06:54:34.934150,9.5,19.43167611217464,2.937520298832915,128875.27530525935,24.117105363253142,1820.9710444171312,37.54556802559573,1600686.4498476095,24.024284523798908,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-02-23 00:25:46.934150,9.5,15.907028854545855,2.1922802923562035,914.8585853955706,32.44565488273553,1748.7175918221928,51.58351632809902,5163.286784598391,27.018379135280913,Bad to Very Bad,D,A-III,Heavily Polluted
2025-02-23 17:56:58.934150,9.5,16.793864883726357,2.043714978809605,1215.6732703499574,31.179404561599586,1453.2301455448207,54.35021985647036,5870.588941679063,23.75420550025407,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-02-24 11:28:10.934150,8.5,3.681379483799799,5.685753481622637,138.7997153449392,32.0,206.59272790232066,6.280720714885077,618.9639290795348,68.77480678692214,Good to Excellent,A,A-I,Non Polluted
2025-02-25 04:59:22.934150,8.5,3.2733788624427587,6.872539041159018,74.47220137318789,31.672422748003815,380.4949934551224,6.788638859426638,372.5557105217822,67.19940999778672,Good to Excellent,A,A-I,Non Polluted
2025-02-25 22:30:34.934150,9.5,19.127300251506338,2.34960620934683,123554.34293588619,30.455090591626682,1892.8482621871058,38.82187739215133,410010.219894953,22.174500632761696,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-02-26 16:01:46.934150,9.5,17.86932590996405,2.723212160402249,6592.448485825278,32.27528053434218,1362.0725409539232,42.35556451014979,15671.913416956259,28.549121734909704,Bad to Very Bad,D,A-III,Heavily Polluted
2025-02-27 09:32:58.934150,9.0,8.426524164237884,4.402299761279371,599.4570152605457,25.002363549223816,837.8428605492016,4.180204310936478,4969.051458287073,46.672574679721926,Bad,C,A-II,Polluted
2025-02-28 03:04:10.934150,9.5,19.09832725165361,3.494047160702079,20098.32337943892,18.331373700963404,1480.2224184261931,28.0331709537006,86910.33038706348,27.60717048387924,Bad to Very Bad,D,A-III,Heavily Polluted
2025-02-28 20:35:22.934150,9.880347830221584,42.7457159211781,1.4971892157720452,90354.24007979005,32.37305246846384,1848.0706097085483,80.39232343923267,888109.25235199,12.167420604070056,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-03-01 14:06:34.934150,9.0,8.400164318441513,3.6571428485084976,2579.8648601490722,35.0,583.7486175613806,18.425780031218466,14385.320346264105,44.40344456879462,Bad,C,A-II,Polluted
2025-03-02 07:37:46.934150,8.661072187242949,12.8731202227833,3.840236837787644,24753.862141982725,35.0,1710.5655944047674,37.78483112551186,232437.69910135464,43.00389074190815,Bad,C,A-II,Polluted
2025-03-03 01:08:58.934150,9.0,8.157509677417936,3.5548981655947225,139.2198711108975,35.0,882.4758138931529,19.756157755450378,637.3227868963451,50.79049217995996,Medium to Good,B,Not Prescribed,Non Polluted
2025-03-03 18:40:10.934150,9.5,17.378642740051387,3.8876732182195655,11574.422309254309,24.942382144369553,1452.9726134355612,40.67022147333693,50445.30101747567,32.93865177708317,Bad to Very Bad,D,A-III,Heavily Polluted
2025-03-04 12:11:22.934150,9.5,17.319347501680117,2.113788689778383,2920.972605733619,32.5983012002996,1582.443972023533,41.60392267900903,19463.65853873559,25.363117126198805,Bad to Very Bad,D,A-III,Heavily Polluted
2025-03-05 05:42:34.934150,9.458488797494207,34.29793925841435,0.5083431298067554,13051.057001732139,28.42416950459222,2472.4385383593744,75.13063398238589,74372.57173231617,12.806099578175072,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-03-05 23:13:46.934150,9.0,9.499749748830789,5.3542618082361635,2182.346646378471,29.40934918226862,780.5525449489904,20.19647124317794,19828.049784049166,51.55383326271353,Medium to Good,B,Not Prescribed,Non Polluted
2025-03-06 16:44:58.934150,9.0,8.130683315276919,4.1879307549454685,10613.51093177009,35.0,934.3093617144735,27.167211611257397,98622.34765993274,47.25057844100163,Bad,C,A-II,Polluted
2025-03-07 10:16:10.934150,9.0,9.130954285194319,5.1923609728536855,2712.707707846785,28.155671934059225,638.0669546162321,21.241806520890286,18757.080358503074,50.06463218585351,Medium to Good,B,Not Prescribed,Non Polluted
2025-03-08 03:47:22.934150,9.0,8.699797473317686,4.324457485810975,644.7987012569293,35.0,342.81115482630173,15.091698550561489,3961.587742851177,50.65177215896935,Medium to Good,B,Not Prescribed,Non Polluted
2025-03-08 21:18:34.934150,9.435622282163436,18.21142550962499,2.8418565443973156,23102.607062592626,35.0,1247.9728120221314,32.83096890520388,283837.08350621053,29.546581099457338,Bad to Very Bad,D,A-III,Heavily Polluted
2025-03-09 14:49:46.934150,9.419558643407703,24.24191220510819,1.7292924020464178,579262.2558516511,35.0,2140.777509479284,103.2056758714716,6284910.343777489,17.238011108565583,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-03-10 08:20:58.934150,9.0,9.207657187124383,4.01661329097684,7796.732751123807,33.70960463569358,1162.7700584008603,22.61232356521599,78187.52056360224,44.170702028875105,Bad,C,A-II,Polluted
2025-03-11 01:52:10.934150,9.0,5.996852044083505,5.520104446780118,1814.2937438974077,35.0,1131.279879899019,23.686743466439932,12831.37490613683,55.374769701243544,Medium to Good,B,Not Prescribed,Non Polluted
2025-03-11 19:23:22.934150,9.0,4.333433380201519,5.616528424317759,227.7994719754074,33.61271643434681,687.126203455273,15.288249905624411,754.054677150167,62.6555076619989,Medium to Good,B,Not Prescribed,Non Polluted
2025-03-12 12:54:34.934150,9.5,16.883843918717798,2.793001130580572,7392.397608770608,35.0,1319.2258646973107,55.83489873382676,61456.08289344725,30.1561896765804,Bad to Very Bad,D,A-III,Heavily Polluted
2025-03-13 06:25:46.934150,9.0,7.508872308836355,5.06774792705254,3922.406960026979,29.007143169462903,1001.3621025496732,27.773234002339677,24040.72262435248,51.55800868859382,Medium to Good,B,Not Prescribed,Non Polluted
2025-03-13 23:56:58.934150,9.0,8.194675912335258,3.631505035145317,1642.4538527124175,35.0,1121.2360463773894,18.298851760358456,13222.224512778952,44.91769709722908,Bad,C,A-II,Polluted
2025-03-14 17:28:10.934150,9.5,13.12576587576631,2.9692336164984434,1952.8915703959215,35.0,1831.941244009175,45.63078800384327,22630.229574892513,33.55781900978311,Bad to Very Bad,D,A-III,Heavily Polluted
2025-03-15 10:59:22.934150,8.5,5.868231198491655,6.384500282814768,81.48862551520823,22.849146906620128,505.5738796930531,5.5735051915995175,692.8906897605568,68.37049225019476,Good to Excellent,A,A-I,Non Polluted
2025-03-16 04:30:34.934150,9.5,12.696798653771662,2.745818620037611,27211.30805044074,24.17030867635264,1300.30896553387,52.398043165150575,97624.67605580373,26.141016746023478,Bad to Very Bad,D,A-III,Heavily Polluted
2025-03-16 22:01:46.934150,9.5,13.32267959550858,2.53687231366944,16304.073555499324,30.228737820867906,1729.7951233516026,47.76172422334793,77896.63646040685,26.854724214057068,Bad to Very Bad,D,A-III,Heavily Polluted
2025-03-17 15:32:58.934150,9.0,9.54278034276516,3.777356380390756,273.02370331544705,35.0,554.1293393425823,17.608558628414375,922.1148386977379,48.371247852554404,Bad,C,A-II,Polluted
2025-03-18 09:04:10.934150,9.5,23.946749648171398,3.400582051464344,10309.722849167536,35.0,1590.7715209986525,55.66353905115247,81939.6087717636,32.56668940831263,Bad to Very Bad,D,A-III,Heavily Polluted
2025-03-19 02:35:22.934150,9.5,15.918063171687121,2.6099560790541667,27078.88590696048,34.886798692040024,1486.8174437470423,61.19904952406809,300244.7503444725,27.79934114907651,Bad to Very Bad,D,A-III,Heavily Polluted
2025-03-19 20:06:34.934150,9.5,19.69918095597002,3.2395554671572246,14966.746672755131,33.851480437995725,1751.3465796618277,61.00813060451387,88331.09833033814,31.541452981475047,Bad to Very Bad,D,A-III,Heavily Polluted
2025-03-20 13:37:46.934150,9.0,10.093575384384062,2.717445539765396,1090.758923382696,35.0,1123.0448775536192,24.16671509681881,8398.285548912741,36.285967878119244,Bad to Very Bad,D,A-III,Heavily Polluted
2025-03-21 07:08:58.934150,9.0,6.552703633981897,5.7140267049827695,950.4569450753208,33.159249267557776,763.0270092519596,25.83242495651494,3872.4676476644286,54.900954259099926,Medium to Good,B,Not Prescribed,Non Polluted
2025-03-22 00:40:10.934150,9.97350235423941,23.508016135221634,0.8584174525267524,79784.96327612746,23.886478491214547,2764.153157783713,50.80029931381114,293783.58016396244,10.272724472494913,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-03-22 18:11:22.934150,9.5,15.475981542596442,2.5821365806615,2904.305198548031,26.06074849625495,1420.4523593467836,65.80006253098121,33336.718505878416,27.10525300688862,Bad to Very Bad,D,A-III,Heavily Polluted
2025-03-23 11:42:34.934150,9.0,8.265883099491901,4.4706007953874725,100.0,30.521022862536512,1164.8914075143891,18.476973721703466,557.6487936521091,55.74190136719814,Medium to Good,B,Not Prescribed,Non Polluted
2025-03-24 05:13:46.934150,8.5,3.5340780414205795,7.601709940191789,33.35991460953791,29.226109994308253,326.81073732643284,9.564909069125815,256.8492654931257,67.99705872883978,Good to Excellent,A,A-I,Non Polluted
2025-03-24 22:44:58.934150,8.5,4.3899013835821945,5.437745305817413,433.0180731483022,32.0,532.9685942302664,6.4774704759887936,3820.1061577474084,65.01973429938295,Good to Excellent,A,A-I,Non Polluted
2025-03-25 16:16:10.934150,8.5,3.8230854487763515,8.675949453975552,96.06504317208973,32.0,485.47291595490015,9.972355985427857,861.545608375718,55.14414938602058,Medium to Good,B,Not Prescribed,Non Polluted
2025-03-26 09:47:22.934150,9.5,14.033597105096662,2.314436546288575,264926.26029151987,31.110493387594733,1234.1415239463709,41.76503106766771,704819.4895078669,23.31284315570533,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-03-27 03:18:34.934150,8.5,3.3573690195501182,8.675471931301416,356.7615296431484,29.89920605768341,510.3303329563698,5.771776257248482,2284.700481377667,51.519587730936856,Medium to Good,B,Not Prescribed,Non Polluted
2025-03-27 20:49:46.934150,9.0,7.1745339555331435,4.188131142783779,797.1558951586873,30.290105804715125,1290.8241880299038,15.077219444482509,6486.845785983023,48.49350422893894,Bad,C,A-II,Polluted
2025-03-28 14:20:58.934150,9.5,16.44209982865501,2.656841010443115,8651.855937851053,35.0,1653.3359560880333,49.85668075827698,125198.62691869956,29.13080940896822,Bad to Very Bad,D,A-III,Heavily Polluted
2025-03-29 07:52:10.934150,9.0,4.892202598134672,7.088151348453602,5806.119129010128,26.479445768174422,858.9527591431722,18.333350333724418,49309.812939523414,53.59356918191279,Medium to Good,B,Not Prescribed,Non Polluted
2025-03-30 01:23:22.934150,9.5,23.640484584208703,2.899273325587882,22726.024075194448,32.94334408691844,1707.6779458069075,27.42806353824843,126364.99848129807,27.484795270883843,Bad to Very Bad,D,A-III,Heavily Polluted
2025-03-30 18:54:34.934150,9.5,19.72913342591529,2.620137684713859,2570.496209104078,32.54777938697805,1213.4614624942308,25.477272989090153,9558.600028219382,28.387350563403697,Bad to Very Bad,D,A-III,Heavily Polluted
2025-03-31 12:25:46.934150,9.0,8.203661872629977,5.379965404779481,400.3167426138977,23.197758071986843,896.3441935224313,19.642998441529265,2854.293313648074,53.2501435099929,Medium to Good,B,Not Prescribed,Non Polluted
2025-04-01 05:56:58.934150,9.5,14.51473992980212,2.18254111528717,7507.602157450675,25.11356141642493,1555.2284986188401,38.67723851429719,44707.10975196126,22.282662178027564,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-04-01 23:28:10.934150,9.5,19.549587354746436,1.9874187489415411,117635.70836560997,35.0,1499.8855329400646,59.25843206748954,549431.7081054854,18.854739123204475,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-04-02 16:59:22.934150,8.861940142347768,6.288956275750314,5.833222086902775,142.55046090718022,32.49688833255471,916.6580592013414,18.78253393136738,532.1317613122183,62.11890189203836,Medium to Good,B,Not Prescribed,Non Polluted
2025-04-03 10:30:34.934150,9.0,6.598026746581826,3.7612820895745145,1202.7139195679729,35.0,1079.5666411374173,17.23937556957298,9642.427719385543,48.26930320006023,Bad,C,A-II,Polluted
2025-04-04 04:01:46.934150,9.5,23.014386888203088,3.0068720684451247,34310.32977245017,35.0,1604.3993062548325,46.75432889518122,158051.46318864566,28.81674466078122,Bad to Very Bad,D,A-III,Heavily Polluted
2025-04-04 21:32:58.934150,9.506987251613259,25.255990426118913,1.921463605254067,937874.879725097,25.231492394185796,2347.1244817851675,123.7749314110697,2555819.6994429138,15.966496454722611,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-04-05 15:04:10.934150,9.436958295901439,17.379772826754348,2.4517471853580544,5581.838677443645,35.0,1078.0303364922272,30.48313920608084,29608.740041566845,28.262014996778355,Bad to Very Bad,D,A-III,Heavily Polluted
2025-04-06 08:35:22.934150,9.0,8.0109451401823,4.882840786594331,2635.562299674015,35.0,719.7710775551469,25.443275850285993,13231.63243224953,53.72600159518662,Medium to Good,B,Not Prescribed,Non Polluted
2025-04-07 02:06:34.934150,9.5,16.47549036223027,4.311354522102519,2330.767998989485,17.658948875002245,1439.5074987571395,50.37272507181329,17866.217854620652,34.471029772378564,Bad to Very Bad,D,A-III,Heavily Polluted
2025-04-07 19:37:46.934150,9.0,8.157301371720283,3.562204320714478,100.0,30.957470477731082,1110.4520054402706,19.411351530131004,550.8815670856716,50.052526338568455,Medium to Good,B,Not Prescribed,Non Polluted
2025-04-08 13:08:58.934150,9.5,12.94035974042572,2.9964937796300752,213360.07397417253,31.37671321269286,1201.4432503236017,44.807349318971475,586957.051476513,28.231946310513795,Bad to Very Bad,D,A-III,Heavily Polluted
2025-04-09 06:40:10.934150,9.5,18.663870072829457,3.4849128039737254,13775.005774886988,35.0,1271.0650933796658,41.79315794653918,41162.64455983994,34.13539656917406,Bad to Very Bad,D,A-III,Heavily Polluted
2025-04-10 00:11:22.934150,9.5,15.709294301277597,2.8461086114418563,4887.1693991754555,33.041744781338096,1408.321185542007,42.05240636168505,36208.88845478129,30.454746702949166,Bad to Very Bad,D,A-III,Heavily Polluted
2025-04-10 17:42:34.934150,10.0,39.397631253835655,1.3069663065502863,46088.99568832779,31.32475160693303,1847.7341620266775,83.9817336754499,434162.86312847957,11.185164886940587,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-04-11 11:13:46.934150,9.363110566657223,15.813240297870696,2.527416511376537,6999.872442205775,30.346944492290433,1567.60242631746,27.714178945525344,34699.51151558547,27.94110869281478,Bad to Very Bad,D,A-III,Heavily Polluted
2025-04-12 04:44:58.934150,9.5,12.052800814353773,1.6541712376227904,4385.756683616574,30.922668000723704,2165.875893659602,51.14987243573245,19484.175987155268,22.150988254416383,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-04-12 22:16:10.934150,9.0,7.391988599414146,4.863040594862141,177.70233545910256,31.6225635181491,770.0603681659445,15.710455474467954,682.2350010151246,58.289424870099474,Medium to Good,B,Not Prescribed,Non Polluted
2025-04-13 15:47:22.934150,10.0,39.916768300250524,1.5757689213010264,44845.268754632125,35.0,2180.4426923838937,93.61186671756425,202245.43775612497,12.655220990969832,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-04-14 09:18:34.934150,9.558248827564812,34.930265084809605,2.702642882478403,175865.62928672993,28.52727473537314,1809.4734303849311,81.41055105320405,614429.5437229198,20.9943126874415,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-04-15 02:49:46.934150,8.5,4.607359016996023,6.573929431003322,119.36015099047006,32.0,395.5221036197679,6.783109699202799,414.2513936197168,64.82854980190656,Good to Excellent,A,A-I,Non Polluted
2025-04-15 20:20:58.934150,9.5,19.98362204289384,3.0726249276383437,31994.026184073988,35.0,1506.4161584880608,51.50352861888957,279637.6511698824,30.064327503472093,Bad to Very Bad,D,A-III,Heavily Polluted
2025-04-16 13:52:10.934150,9.0,5.601722360257337,6.510488181849742,100.0,29.884984852107305,326.22721248117847,17.127302943494172,624.3824831702241,61.89823453747722,Medium to Good,B,Not Prescribed,Non Polluted
2025-04-17 07:23:22.934150,9.5,18.446848962963685,2.3205890190230267,85671.3580873474,32.61590965444343,1504.7673832638857,32.992216319171284,693377.4814500395,23.343585834330987,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-04-18 00:54:34.934150,9.431424106042492,17.08119896530134,2.743396765891731,195907.69207851967,35.0,791.032919645252,48.231476673865586,615112.7178942343,27.306118411848487,Bad to Very Bad,D,A-III,Heavily Polluted
2025-04-18 18:25:46.934150,8.5,3.266507812053463,6.319858922015126,23.23852514696351,32.0,308.27656235054025,9.377335778849602,93.25923481768463,72.82098825520586,Good to Excellent,A,A-I,Non Polluted
2025-04-19 11:56:58.934150,8.692466578708574,32.60068302179506,0.37767786504830225,64348.324029759475,35.0,2314.207750191112,92.5085927405399,177215.35370114993,16.035399341644087,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-04-20 05:28:10.934150,9.0,10.146195312402655,4.217154167966061,256.01779890289816,29.86001579227028,725.3383607046171,23.797007248896094,2727.8953890977064,48.34289432658663,Bad,C,A-II,Polluted
2025-04-20 22:59:22.934150,9.5,20.16825481269161,2.660517045425548,3265.4894345794087,35.0,1006.4649543640049,42.09093141887439,21607.89799024882,29.204733803339394,Bad to Very Bad,D,A-III,Heavily Polluted
2025-04-21 16:30:34.934150,9.5,17.603934618704518,2.990555120373586,10730.662791464854,30.107621166066075,1389.0267703884792,39.14023565880111,107044.6511415549,29.196571863037356,Bad to Very Bad,D,A-III,Heavily Polluted
2025-04-22 10:01:46.934150,9.0,8.79596293005286,3.8777870530896075,945.1364535285995,35.0,768.146484678992,24.768557011786708,5249.054038198955,46.070952944627166,Bad,C,A-II,Polluted
2025-04-23 03:32:58.934150,9.0,8.299670311921911,4.163451006974114,3906.6888799161966,35.0,1005.7984340416252,15.586527053714432,13913.946080496242,47.79146058218347,Bad,C,A-II,Polluted
2025-04-23 21:04:10.934150,9.0,8.955850551880403,4.101018622653085,405.07785359545386,31.69204389728976,894.6431871822952,28.23903012221472,4805.9919849535,48.429374945953384,Bad,C,A-II,Polluted
2025-04-24 14:35:22.934150,9.5,7.789328540417075,4.265000572064792,2072.0517754407592,34.624920617554636,1468.6339642723156,44.48078994545326,15391.27713938421,46.29418669863105,Bad,C,A-II,Polluted
2025-04-25 08:06:34.934150,9.5,17.88082531277377,3.011271707982327,27877.395907612372,35.0,1374.641741333555,56.68406176593071,161325.24782282926,30.243810141664735,Bad to Very Bad,D,A-III,Heavily Polluted
2025-04-26 01:37:46.934150,8.5,3.385084663477549,7.949928860393322,116.79588620847919,25.37162136688917,620.8717016409455,8.418081012894344,888.6414587893711,64.66263269390211,Good to Excellent,A,A-I,Non Polluted
2025-04-26 19:08:58.934150,8.5,2.8650355036937225,6.372287581240303,114.45309035316741,32.0,471.8263202226829,9.351482442229072,755.3652113213847,68.00875205553136,Good to Excellent,A,A-I,Non Polluted
2025-04-27 12:40:10.934150,8.5,5.056609635781008,6.399891287048654,206.54178661699734,32.0,298.67187276164145,5.733867020358768,749.2815113088741,63.08489813044703,Good to Excellent,A,A-I,Non Polluted
2025-04-28 06:11:22.934150,9.5,18.61538725724403,3.485278108221434,35795.01819508427,35.0,1519.61716126239,37.10495695416183,389548.8314374289,33.24939136227626,Bad to Very Bad,D,A-III,Heavily Polluted
2025-04-28 23:42:34.934150,9.447293585299073,22.977350331412545,3.074070498620111,23271.693556685485,35.0,969.7853322239614,51.61663469396366,125070.73748242791,30.02120710583502,Bad to Very Bad,D,A-III,Heavily Polluted
2025-04-29 17:13:46.934150,8.5,3.656868077875573,7.491225165093702,115.48586587957008,32.0,392.4026952630082,10.293697413046539,681.4453914719212,54.769650694007964,Medium to Good,B,Not Prescribed,Non Polluted
2025-04-30 10:44:58.934150,8.79947358934419,13.317395811760175,2.6376916046423617,52905.50547875495,35.0,1191.4497857910144,44.04071122830953,515653.5700414904,32.61706420710132,Bad to Very Bad,D,A-III,Heavily Polluted
2025-05-01 04:16:10.934150,8.5,3.6446860514435317,7.340947842428498,197.22672193489754,30.127924593103696,507.26777653462943,7.594887308655896,1671.615396763391,62.595084374656665,Medium to Good,B,Not Prescribed,Non Polluted
2025-05-01 21:47:22.934150,10.0,37.582790875843806,1.0600107635197176,22262.70731418776,35.0,2054.1961760497147,96.55817747093755,111350.13187857044,11.220430276207244,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-05-02 15:18:34.934150,10.0,30.499235129807225,1.3011812204683333,412121.3931087122,35.0,1909.7782304163281,129.21383764813973,3209207.578746715,10.341797572363689,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-05-03 08:49:46.934150,9.261515955789186,18.339302989500876,2.5295000645582273,20660.148271790655,32.221434390207804,1514.3111594494376,36.019428883504084,150495.42931301382,27.5869363265132,Bad to Very Bad,D,A-III,Heavily Polluted
2025-05-04 02:20:58.934150,8.872627538162927,27.24302817986753,1.4957016150327902,622814.1856298347,30.208144869081355,2307.816004878789,111.93013344883914,2821907.86292183,18.664012705856916,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-05-04 19:52:10.934150,9.751343379259373,27.358196338238518,0.49985597897660344,34995.47201870156,35.0,1714.6460549523715,104.65409202661593,161862.1957348443,10.769396101240028,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-05-05 13:23:22.934150,10.0,39.05064549200762,1.2924295762385154,121139.99526505849,29.801906311285364,2309.1733141549075,95.58868478545043,795740.4786793774,9.826410334198323,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-05-06 06:54:34.934150,9.5,19.48299395523638,2.386857698930789,15743.87454169081,32.00665789698221,1515.883088882555,71.75489647671795,142259.47508173125,24.97094605820934,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-05-07 00:25:46.934150,8.751663329431896,6.628233604121534,4.6348567188702905,608.6833196343922,19.582483506778214,740.0398581416565,13.542248045902578,2951.367082212118,49.78966732067318,Bad,C,A-II,Polluted
2025-05-07 17:56:58.934150,9.0,7.947621199698021,4.627510075800908,325.8258747460346,35.0,1284.8337892525433,23.577905408754045,1512.515546331137,56.04201982567096,Medium to Good,B,Not Prescribed,Non Polluted
2025-05-08 11:28:10.934150,9.0,6.058415525614455,4.994112248204714,10232.74290909211,34.195630135692845,1065.9780214926668,25.129926868941663,36481.60285346896,55.088524574435255,Medium to Good,B,Not Prescribed,Non Polluted
2025-05-09 04:59:22.934150,9.5,17.578301696703093,2.3135178612183,13071.827528827183,34.650612951934924,1931.4837899205822,31.87878746657663,131762.53048253348,25.892543959540692,Bad to Very Bad,D,A-III,Heavily Polluted
2025-05-09 22:30:34.934150,9.0,8.658802514708523,4.318498310017619,1916.325023266211,35.0,697.9417572180882,14.243181336954718,13153.308807974423,49.101422387298115,Bad,C,A-II,Polluted
2025-05-10 16:01:46.934150,8.670244632678388,9.394807454517698,4.528456242601007,1201.6455189141589,30.08999112170669,895.8922423456191,21.720507382286026,4116.395854404408,49.409963658584985,Bad,C,A-II,Polluted
2025-05-11 09:32:58.934150,9.5,16.226757223266937,3.6999835436988757,24755.194226324904,28.55473760182787,1842.1292936290654,31.37412734432614,311619.1647956713,32.74637180784703,Bad to Very Bad,D,A-III,Heavily Polluted
2025-05-12 03:04:10.934150,9.0,6.347005956337054,5.764441292774392,4473.727847258524,26.90659485812195,895.8668446791631,20.63618008291211,37761.47974188062,55.48442913094126,Medium to Good,B,Not Prescribed,Non Polluted
2025-05-12 20:35:22.934150,9.5,13.923885221562646,3.7336919405610636,6024.346350691598,25.43686477224567,1521.731703220318,52.250571197630016,31325.867051659065,33.61512754551644,Bad to Very Bad,D,A-III,Heavily Polluted
2025-05-13 14:06:34.934150,10.0,53.594100884578154,1.4505113683024773,23439.682722651087,35.0,1993.4807911178902,109.05633953211847,243589.62474677386,12.757912459727642,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-05-14 07:37:46.934150,9.5,20.2385875696245,1.9257037353408002,6468.9948905327465,35.0,1800.8494546045783,32.26872867678758,30672.306023993067,21.465945997978245,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-05-15 01:08:58.934150,8.5560748993237,16.55159012466292,3.792177575788351,4322.688954914468,22.70500505560291,1533.0158470581655,39.21092378699103,34369.923180835365,38.883907447258196,Bad,C,A-II,Polluted
2025-05-15 18:40:10.934150,9.384445382869913,13.886716130352909,1.7693028228813354,22905.497154238536,31.45411790120211,1186.0199856075815,47.51550662317776,139461.21957497476,21.42093587629721,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-05-16 12:11:22.934150,9.5,17.945851104305696,2.8340937509324746,2423.2867029529207,35.0,1372.5790441682063,52.32360849934682,17694.33978737495,31.25497118924999,Bad to Very Bad,D,A-III,Heavily Polluted
2025-05-17 05:42:34.934150,9.0,8.42160023909303,4.000598817652484,156.25608887158603,30.340227441874426,790.5525740409579,19.04892578500014,1190.102273150453,50.89196305331209,Medium to Good,B,Not Prescribed,Non Polluted
2025-05-17 23:13:46.934150,10.0,44.862952254987185,1.7318676509673845,703242.5581989817,30.259873559446987,1873.216528629538,75.81755258717163,2563024.902651074,11.49994322556626,Bad to Very Bad,E,A-IV,Heavily Polluted
2025-05-18 16:44:58.934150,9.0,7.3545341299064555,6.5267973989350985,4574.582200195805,27.0487253561162,777.2227783185394,24.996365156121556,36493.42013509755,52.17778912671978,Medium to Good,B,Not Prescribed,Non Polluted
2025-05-19 10:16:10.934150,8.5,5.379573223340224,8.351596334506574,142.8787966551598,28.139380570696186,318.76129877989615,7.442807462961742,576.4429240582323,51.7899675586779,Medium to Good,B,Not Prescribed,Non Polluted
